batch_timestamp,machine,dataset,group,n_rows,n_train,n_test,n_features,k,algorithm,run,time_seconds,accuracy_pct
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,1,0.02349437799966836,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,2,0.0005506429997694795,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,3,0.000584989000344649,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,4,0.0005507710002348176,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,5,0.0004895299998679548,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,6,0.00042190000021946616,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,7,0.0004553849994408665,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,8,0.00047457300024689175,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,9,0.00040277900006913114,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,10,0.00042040199969051173,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,1,0.0015001110004959628,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,2,0.0007844619995012181,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,3,0.0007715649999227026,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,4,0.0007454719998349901,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,5,0.0007604839993291534,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,6,0.000896337000085623,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,7,0.0005599900005108793,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,8,0.0004685600006268942,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,9,0.0004540840000117896,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,10,0.00041486699956294615,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_build,0,1.2794e-05,
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,1,0.000392647,70.0
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,1,0.000242794,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,2,0.000275911,70.0
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,2,0.000252898,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,3,0.000240766,70.0
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,3,0.000263389,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,4,0.000266943,70.0
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,4,0.000274657,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,5,0.00024746,70.0
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,5,0.000262008,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,6,0.002048919,70.0
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,6,0.000351552,55.00000000000001
20260327_114126,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,7,0.00032946,70.0
