batch_timestamp,machine,dataset,group,n_rows,n_train,n_test,n_features,k,algorithm,run,time_seconds,accuracy_pct
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,1,0.019286186000044836,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,2,0.0007678789997953572,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,3,0.0004907669999738573,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,4,0.001254435999726411,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,5,0.00044353300017974107,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,6,0.0004420919999574835,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,7,0.00043337299985068967,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,8,0.0025195899997925153,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,9,0.0004280150001250149,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,10,0.00040612099974168814,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,11,0.0003849889999401057,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,12,0.0004244479996486916,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,13,0.0004025719999845023,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,14,0.0004179799998382805,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,15,0.00040885899989007157,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,16,0.0004010339998785639,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,17,0.0017949670000234619,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,18,0.0007729990002189879,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,19,0.0006979720001254464,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,20,0.0007637240000804013,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,21,0.0006860890002826636,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,22,0.0007216170001811406,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,23,0.0008117269999274868,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,24,0.0007922660001895565,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,25,0.0005231820000517473,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,26,0.00044968900010644575,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,27,0.00042693300019891467,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,28,0.00040971900034492137,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,29,0.000393919999623904,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_brute,30,0.0004308440002205316,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,1,0.000894608999715274,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,2,0.0005115230001138116,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,3,0.0004924749996462197,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,4,0.0004740089998449548,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,5,0.00046240200026659295,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,6,0.0004507570001806016,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,7,0.00041107000015472295,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,8,0.00045257300007506274,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,9,0.00041190100000676466,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,10,0.00043121699991388596,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,11,0.00040461199978381046,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,12,0.0004277820003153465,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,13,0.00040779600021778606,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,14,0.000406377000217617,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,15,0.0006071599996175792,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,16,0.0005616799999188515,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,17,0.0004907590000584605,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,18,0.0005339859999367036,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,19,0.0005263620000732772,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,20,0.0005047350000495499,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,21,0.0004188580001027731,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,22,0.0004562940002870164,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,23,0.00044143800005258527,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,24,0.0004534790000434441,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,25,0.0005224220003583468,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,26,0.00048137500016309787,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,27,0.0004250920001140912,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,28,0.0004413490000843012,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,29,0.00041495499999655294,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,sklearn_kdtree,30,0.00043620799988275394,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_build,0,1.3179e-05,
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,1,0.000440449,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,1,0.000266095,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,2,0.00032246,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,2,0.000240055,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,3,0.000245763,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,3,0.000402259,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,4,0.000468755,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,4,0.001067822,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,5,0.000349532,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,5,0.000238295,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,6,0.000443278,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,6,0.000650389,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,7,0.000366794,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,7,0.00023595,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,8,0.000267888,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,8,0.000700564,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,9,0.000515383,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,9,0.000521749,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,10,0.000348722,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,10,0.000489042,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,11,0.000393113,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,11,0.00045455,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,12,0.000341207,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,12,0.000368535,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,13,0.000278172,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,13,0.000263759,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,14,0.000336335,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,14,0.001428798,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,15,0.000324744,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,15,0.000247095,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,16,0.000508603,70.0
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,kdtree_simd,16,0.000356449,55.00000000000001
20260327_112747,ECS-CSH-308-18,aapl_100,aapl_scaling,100,80,20,16,5,brute_simd,17,0.000341113,70.0
